"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","SUICIDE","WOMEN","100000PER","A","1978",3.3,
"ISL","SUICIDE","WOMEN","100000PER","A","1979",5.4,
"ISL","SUICIDE","WOMEN","100000PER","A","1980",11.6,
"ISL","SUICIDE","WOMEN","100000PER","A","1981",4.5,"B"
"ISL","SUICIDE","WOMEN","100000PER","A","1982",7.7,
"ISL","SUICIDE","WOMEN","100000PER","A","1983",7.6,
"ISL","SUICIDE","WOMEN","100000PER","A","1984",7.7,
"ISL","SUICIDE","WOMEN","100000PER","A","1985",8.5,
"ISL","SUICIDE","WOMEN","100000PER","A","1986",13.5,
"ISL","SUICIDE","WOMEN","100000PER","A","1987",15.5,
"ISL","SUICIDE","WOMEN","100000PER","A","1988",5.5,
"ISL","SUICIDE","WOMEN","100000PER","A","1989",6.4,
"ISL","SUICIDE","WOMEN","100000PER","A","1990",4.7,
"ISL","SUICIDE","WOMEN","100000PER","A","1991",7.1,
"ISL","SUICIDE","WOMEN","100000PER","A","1992",5,
"ISL","SUICIDE","WOMEN","100000PER","A","1993",6.6,
"ISL","SUICIDE","WOMEN","100000PER","A","1994",3.7,
"ISL","SUICIDE","WOMEN","100000PER","A","1995",4.2,
"ISL","SUICIDE","WOMEN","100000PER","A","1996",4.5,"B"
"ISL","SUICIDE","WOMEN","100000PER","A","1997",5.3,
"ISL","SUICIDE","WOMEN","100000PER","A","1998",5,
"ISL","SUICIDE","WOMEN","100000PER","A","1999",5.6,
"ISL","SUICIDE","WOMEN","100000PER","A","2000",6.5,
"ISL","SUICIDE","WOMEN","100000PER","A","2001",6,
"ISL","SUICIDE","WOMEN","100000PER","A","2002",6.7,
"ISL","SUICIDE","WOMEN","100000PER","A","2003",5.1,
"ISL","SUICIDE","WOMEN","100000PER","A","2004",6.6,
"ISL","SUICIDE","WOMEN","100000PER","A","2005",6.8,
"ISL","SUICIDE","WOMEN","100000PER","A","2006",7.5,
"ISL","SUICIDE","WOMEN","100000PER","A","2007",4.7,
"ISL","SUICIDE","WOMEN","100000PER","A","2008",8,
"ISL","SUICIDE","WOMEN","100000PER","A","2009",4.6,
"ISL","SUICIDE","WOMEN","100000PER","A","2010",6.8,
"ISL","SUICIDE","WOMEN","100000PER","A","2011",3.3,
"ISL","SUICIDE","WOMEN","100000PER","A","2012",7.3,
"ISL","SUICIDE","WOMEN","100000PER","A","2013",9.2,
"ISL","SUICIDE","WOMEN","100000PER","A","2014",7,
"ISL","SUICIDE","WOMEN","100000PER","A","2015",6.9,
"ISL","SUICIDE","WOMEN","100000PER","A","2016",2.4,
"ISL","SUICIDE","WOMEN","100000PER","A","2017",1.3,
"ISL","SUICIDE","WOMEN","100000PER","A","2018",2.8,
"ISL","SUICIDE","WOMEN","100000PER","A","2019",4.1,
"ISL","SUICIDE","WOMEN","100000PER","A","2020",8.4,
"ISL","SUICIDE","WOMEN","100000PER","A","2021",6.5,
"IRL","SUICIDE","MEN","100000PER","A","1960",5.2,
"IRL","SUICIDE","MEN","100000PER","A","1961",6.2,
"IRL","SUICIDE","MEN","100000PER","A","1962",3.6,
"IRL","SUICIDE","MEN","100000PER","A","1963",4.8,
"IRL","SUICIDE","MEN","100000PER","A","1964",4.3,
"IRL","SUICIDE","MEN","100000PER","A","1965",3.9,
"IRL","SUICIDE","MEN","100000PER","A","1966",4.9,
"IRL","SUICIDE","MEN","100000PER","A","1967",4.7,
"IRL","SUICIDE","MEN","100000PER","A","1968",4.8,"B"
"IRL","SUICIDE","MEN","100000PER","A","1969",3.5,
"IRL","SUICIDE","MEN","100000PER","A","1970",3.7,
"IRL","SUICIDE","MEN","100000PER","A","1971",5,
"IRL","SUICIDE","MEN","100000PER","A","1972",5.4,
"IRL","SUICIDE","MEN","100000PER","A","1973",6.3,
"IRL","SUICIDE","MEN","100000PER","A","1974",7.5,
"IRL","SUICIDE","MEN","100000PER","A","1975",7.9,
"IRL","SUICIDE","MEN","100000PER","A","1976",10,
"IRL","SUICIDE","MEN","100000PER","A","1977",7.1,
"IRL","SUICIDE","MEN","100000PER","A","1978",7.8,
"IRL","SUICIDE","MEN","100000PER","A","1979",10.2,"B"
"IRL","SUICIDE","MEN","100000PER","A","1980",10.5,
"IRL","SUICIDE","MEN","100000PER","A","1981",11.1,
"IRL","SUICIDE","MEN","100000PER","A","1982",12.5,
"IRL","SUICIDE","MEN","100000PER","A","1983",13.4,
"IRL","SUICIDE","MEN","100000PER","A","1984",11.4,
"IRL","SUICIDE","MEN","100000PER","A","1985",14.3,
"IRL","SUICIDE","MEN","100000PER","A","1986",14.5,
"IRL","SUICIDE","MEN","100000PER","A","1987",12.8,
"IRL","SUICIDE","MEN","100000PER","A","1988",13.1,
"IRL","SUICIDE","MEN","100000PER","A","1989",14.3,
"IRL","SUICIDE","MEN","100000PER","A","1990",16.8,
"IRL","SUICIDE","MEN","100000PER","A","1991",17.8,
"IRL","SUICIDE","MEN","100000PER","A","1992",19.2,
"IRL","SUICIDE","MEN","100000PER","A","1993",16.1,
"IRL","SUICIDE","MEN","100000PER","A","1994",18.5,
"IRL","SUICIDE","MEN","100000PER","A","1995",19.4,
"IRL","SUICIDE","MEN","100000PER","A","1996",20.1,
"IRL","SUICIDE","MEN","100000PER","A","1997",21,
"IRL","SUICIDE","MEN","100000PER","A","1998",23.6,
"IRL","SUICIDE","MEN","100000PER","A","1999",19.1,
"IRL","SUICIDE","MEN","100000PER","A","2000",20.3,
"IRL","SUICIDE","MEN","100000PER","A","2001",21.6,
"IRL","SUICIDE","MEN","100000PER","A","2002",18.8,
"IRL","SUICIDE","MEN","100000PER","A","2003",18.1,
"IRL","SUICIDE","MEN","100000PER","A","2004",19.3,
"IRL","SUICIDE","MEN","100000PER","A","2005",17.3,
"IRL","SUICIDE","MEN","100000PER","A","2006",17.5,
"IRL","SUICIDE","MEN","100000PER","A","2007",16.5,"B"
"IRL","SUICIDE","MEN","100000PER","A","2008",17.4,
"IRL","SUICIDE","MEN","100000PER","A","2009",18.9,
"IRL","SUICIDE","MEN","100000PER","A","2010",17.2,
"IRL","SUICIDE","MEN","100000PER","A","2011",20.5,
"IRL","SUICIDE","MEN","100000PER","A","2012",20.4,
"IRL","SUICIDE","MEN","100000PER","A","2013",18,
"IRL","SUICIDE","MEN","100000PER","A","2014",18,
"IRL","SUICIDE","MEN","100000PER","A","2015",15.1,
"IRL","SUICIDE","MEN","100000PER","A","2018",14.3,
"IRL","SUICIDE","WOMEN","100000PER","A","1960",2.2,
"IRL","SUICIDE","WOMEN","100000PER","A","1961",1.6,
"IRL","SUICIDE","WOMEN","100000PER","A","1962",1,
"IRL","SUICIDE","WOMEN","100000PER","A","1963",1.5,
"IRL","SUICIDE","WOMEN","100000PER","A","1964",0.9,
"IRL","SUICIDE","WOMEN","100000PER","A","1965",0.6,
"IRL","SUICIDE","WOMEN","100000PER","A","1966",1.4,
"IRL","SUICIDE","WOMEN","100000PER","A","1967",1.6,
"IRL","SUICIDE","WOMEN","100000PER","A","1968",1.3,"B"
"IRL","SUICIDE","WOMEN","100000PER","A","1969",1.2,
"IRL","SUICIDE","WOMEN","100000PER","A","1970",0.7,
"IRL","SUICIDE","WOMEN","100000PER","A","1971",1.9,
"IRL","SUICIDE","WOMEN","100000PER","A","1972",2.2,
"IRL","SUICIDE","WOMEN","100000PER","A","1973",2.3,
"IRL","SUICIDE","WOMEN","100000PER","A","1974",2.1,
"IRL","SUICIDE","WOMEN","100000PER","A","1975",3.5,
"IRL","SUICIDE","WOMEN","100000PER","A","1976",4.2,
"IRL","SUICIDE","WOMEN","100000PER","A","1977",4.1,
"IRL","SUICIDE","WOMEN","100000PER","A","1978",4.3,
"IRL","SUICIDE","WOMEN","100000PER","A","1979",3.6,"B"
"IRL","SUICIDE","WOMEN","100000PER","A","1980",5.5,
"IRL","SUICIDE","WOMEN","100000PER","A","1981",4.9,
"IRL","SUICIDE","WOMEN","100000PER","A","1982",4.8,
"IRL","SUICIDE","WOMEN","100000PER","A","1983",5.9,
"IRL","SUICIDE","WOMEN","100000PER","A","1984",4.8,
"IRL","SUICIDE","WOMEN","100000PER","A","1985",4.3,
"IRL","SUICIDE","WOMEN","100000PER","A","1986",4.7,
"IRL","SUICIDE","WOMEN","100000PER","A","1987",4.2,
"IRL","SUICIDE","WOMEN","100000PER","A","1988",5.1,
"IRL","SUICIDE","WOMEN","100000PER","A","1989",4.6,
"IRL","SUICIDE","WOMEN","100000PER","A","1990",5.5,
"IRL","SUICIDE","WOMEN","100000PER","A","1991",4.3,
"IRL","SUICIDE","WOMEN","100000PER","A","1992",3.9,
"IRL","SUICIDE","WOMEN","100000PER","A","1993",4.3,
"IRL","SUICIDE","WOMEN","100000PER","A","1994",5.8,
"IRL","SUICIDE","WOMEN","100000PER","A","1995",5,
"IRL","SUICIDE","WOMEN","100000PER","A","1996",3.6,
"IRL","SUICIDE","WOMEN","100000PER","A","1997",5.3,
"IRL","SUICIDE","WOMEN","100000PER","A","1998",4.1,
"IRL","SUICIDE","WOMEN","100000PER","A","1999",4.7,
"IRL","SUICIDE","WOMEN","100000PER","A","2000",4.4,
"IRL","SUICIDE","WOMEN","100000PER","A","2001",4.3,
"IRL","SUICIDE","WOMEN","100000PER","A","2002",4.2,
"IRL","SUICIDE","WOMEN","100000PER","A","2003",5.1,
"IRL","SUICIDE","WOMEN","100000PER","A","2004",3.9,
"IRL","SUICIDE","WOMEN","100000PER","A","2005",4.3,
"IRL","SUICIDE","WOMEN","100000PER","A","2006",3.9,
"IRL","SUICIDE","WOMEN","100000PER","A","2007",4.5,"B"
"IRL","SUICIDE","WOMEN","100000PER","A","2008",5.7,
"IRL","SUICIDE","WOMEN","100000PER","A","2009",4.8,
"IRL","SUICIDE","WOMEN","100000PER","A","2010",4.6,
"IRL","SUICIDE","WOMEN","100000PER","A","2011",4.1,
"IRL","SUICIDE","WOMEN","100000PER","A","2012",4.2,
"IRL","SUICIDE","WOMEN","100000PER","A","2013",4.2,
"IRL","SUICIDE","WOMEN","100000PER","A","2014",3.8,
"IRL","SUICIDE","WOMEN","100000PER","A","2015",4,
"IRL","SUICIDE","WOMEN","100000PER","A","2018",4.7,
"ITA","SUICIDE","MEN","100000PER","A","1960",11.6,
"ITA","SUICIDE","MEN","100000PER","A","1961",10.4,
"ITA","SUICIDE","MEN","100000PER","A","1962",10.4,
"ITA","SUICIDE","MEN","100000PER","A","1963",9.9,
"ITA","SUICIDE","MEN","100000PER","A","1964",10.6,
"ITA","SUICIDE","MEN","100000PER","A","1965",10.6,
"ITA","SUICIDE","MEN","100000PER","A","1966",10,
"ITA","SUICIDE","MEN","100000PER","A","1967",10.7,
"ITA","SUICIDE","MEN","100000PER","A","1968",10.4,"B"
"ITA","SUICIDE","MEN","100000PER","A","1969",10.3,
"ITA","SUICIDE","MEN","100000PER","A","1970",10.7,
"ITA","SUICIDE","MEN","100000PER","A","1971",10.9,
"ITA","SUICIDE","MEN","100000PER","A","1972",10.9,
"ITA","SUICIDE","MEN","100000PER","A","1973",11,
"ITA","SUICIDE","MEN","100000PER","A","1974",9.6,
"ITA","SUICIDE","MEN","100000PER","A","1975",10.1,
"ITA","SUICIDE","MEN","100000PER","A","1976",10.1,
"ITA","SUICIDE","MEN","100000PER","A","1977",11.2,
"ITA","SUICIDE","MEN","100000PER","A","1978",11.7,
"ITA","SUICIDE","MEN","100000PER","A","1979",11.9,"B"
"ITA","SUICIDE","MEN","100000PER","A","1980",12.4,
"ITA","SUICIDE","MEN","100000PER","A","1981",11.9,
"ITA","SUICIDE","MEN","100000PER","A","1982",13.2,
"ITA","SUICIDE","MEN","100000PER","A","1983",13.6,
"ITA","SUICIDE","MEN","100000PER","A","1984",13.8,
"ITA","SUICIDE","MEN","100000PER","A","1985",14.7,
"ITA","SUICIDE","MEN","100000PER","A","1986",14.1,
"ITA","SUICIDE","MEN","100000PER","A","1987",13.8,
"ITA","SUICIDE","MEN","100000PER","A","1988",13.3,
"ITA","SUICIDE","MEN","100000PER","A","1989",12.9,
"ITA","SUICIDE","MEN","100000PER","A","1990",13.1,
"ITA","SUICIDE","MEN","100000PER","A","1991",12.9,
"ITA","SUICIDE","MEN","100000PER","A","1992",13.2,
"ITA","SUICIDE","MEN","100000PER","A","1993",13.9,
"ITA","SUICIDE","MEN","100000PER","A","1994",13.2,
"ITA","SUICIDE","MEN","100000PER","A","1995",13.2,
"ITA","SUICIDE","MEN","100000PER","A","1996",13.1,
"ITA","SUICIDE","MEN","100000PER","A","1997",13.3,
"ITA","SUICIDE","MEN","100000PER","A","1998",12.9,
"ITA","SUICIDE","MEN","100000PER","A","1999",11.5,
"ITA","SUICIDE","MEN","100000PER","A","2000",11.4,
"ITA","SUICIDE","MEN","100000PER","A","2001",11.2,
"ITA","SUICIDE","MEN","100000PER","A","2002",11.3,
"ITA","SUICIDE","MEN","100000PER","A","2003",11,"B"
"ITA","SUICIDE","MEN","100000PER","A","2004",10.8,
"ITA","SUICIDE","MEN","100000PER","A","2005",9.8,
"ITA","SUICIDE","MEN","100000PER","A","2006",9.7,
"ITA","SUICIDE","MEN","100000PER","A","2007",9.8,
"ITA","SUICIDE","MEN","100000PER","A","2008",9.9,
"ITA","SUICIDE","MEN","100000PER","A","2009",10.1,
"ITA","SUICIDE","MEN","100000PER","A","2010",10.2,
"ITA","SUICIDE","MEN","100000PER","A","2011",10.8,
"ITA","SUICIDE","MEN","100000PER","A","2012",10.9,
"ITA","SUICIDE","MEN","100000PER","A","2013",10.7,
"ITA","SUICIDE","MEN","100000PER","A","2014",10.2,
"ITA","SUICIDE","MEN","100000PER","A","2015",9.7,
"ITA","SUICIDE","MEN","100000PER","A","2016",9.5,
"ITA","SUICIDE","MEN","100000PER","A","2017",9.6,
"ITA","SUICIDE","WOMEN","100000PER","A","1960",4.3,
"ITA","SUICIDE","WOMEN","100000PER","A","1961",3.8,
"ITA","SUICIDE","WOMEN","100000PER","A","1962",3.6,
"ITA","SUICIDE","WOMEN","100000PER","A","1963",3.7,
"ITA","SUICIDE","WOMEN","100000PER","A","1964",3.7,
"ITA","SUICIDE","WOMEN","100000PER","A","1965",3.6,
"ITA","SUICIDE","WOMEN","100000PER","A","1966",3.5,
"ITA","SUICIDE","WOMEN","100000PER","A","1967",3.6,
"ITA","SUICIDE","WOMEN","100000PER","A","1968",3.5,"B"
"ITA","SUICIDE","WOMEN","100000PER","A","1969",3.7,
"ITA","SUICIDE","WOMEN","100000PER","A","1970",4,
"ITA","SUICIDE","WOMEN","100000PER","A","1971",4,
"ITA","SUICIDE","WOMEN","100000PER","A","1972",4,
"ITA","SUICIDE","WOMEN","100000PER","A","1973",3.9,
"ITA","SUICIDE","WOMEN","100000PER","A","1974",3.9,
"ITA","SUICIDE","WOMEN","100000PER","A","1975",3.8,
"ITA","SUICIDE","WOMEN","100000PER","A","1976",3.9,
"ITA","SUICIDE","WOMEN","100000PER","A","1977",4.1,
"ITA","SUICIDE","WOMEN","100000PER","A","1978",4.1,
"ITA","SUICIDE","WOMEN","100000PER","A","1979",4.6,"B"
"ITA","SUICIDE","WOMEN","100000PER","A","1980",4.9,
"ITA","SUICIDE","WOMEN","100000PER","A","1981",4.3,
"ITA","SUICIDE","WOMEN","100000PER","A","1982",4.7,
"ITA","SUICIDE","WOMEN","100000PER","A","1983",4.6,
"ITA","SUICIDE","WOMEN","100000PER","A","1984",4.8,
"ITA","SUICIDE","WOMEN","100000PER","A","1985",5,
"ITA","SUICIDE","WOMEN","100000PER","A","1986",4.9,
"ITA","SUICIDE","WOMEN","100000PER","A","1987",4.4,
"ITA","SUICIDE","WOMEN","100000PER","A","1988",4.4,
"ITA","SUICIDE","WOMEN","100000PER","A","1989",4.1,
"ITA","SUICIDE","WOMEN","100000PER","A","1990",4.1,
"ITA","SUICIDE","WOMEN","100000PER","A","1991",4.2,
"ITA","SUICIDE","WOMEN","100000PER","A","1992",4,
"ITA","SUICIDE","WOMEN","100000PER","A","1993",3.9,
"ITA","SUICIDE","WOMEN","100000PER","A","1994",3.7,
"ITA","SUICIDE","WOMEN","100000PER","A","1995",3.7,
"ITA","SUICIDE","WOMEN","100000PER","A","1996",4,
"ITA","SUICIDE","WOMEN","100000PER","A","1997",3.7,
"ITA","SUICIDE","WOMEN","100000PER","A","1998",3.3,
"ITA","SUICIDE","WOMEN","100000PER","A","1999",3.2,
"ITA","SUICIDE","WOMEN","100000PER","A","2000",3.3,
"ITA","SUICIDE","WOMEN","100000PER","A","2001",3.1,
"ITA","SUICIDE","WOMEN","100000PER","A","2002",2.9,
"ITA","SUICIDE","WOMEN","100000PER","A","2003",3,"B"
"ITA","SUICIDE","WOMEN","100000PER","A","2004",2.9,
"ITA","SUICIDE","WOMEN","100000PER","A","2005",2.8,
"ITA","SUICIDE","WOMEN","100000PER","A","2006",2.6,
"ITA","SUICIDE","WOMEN","100000PER","A","2007",2.5,
"ITA","SUICIDE","WOMEN","100000PER","A","2008",2.7,
"ITA","SUICIDE","WOMEN","100000PER","A","2009",2.6,
"ITA","SUICIDE","WOMEN","100000PER","A","2010",2.5,
"ITA","SUICIDE","WOMEN","100000PER","A","2011",2.5,
"ITA","SUICIDE","WOMEN","100000PER","A","2012",2.7,
"ITA","SUICIDE","WOMEN","100000PER","A","2013",2.8,
"ITA","SUICIDE","WOMEN","100000PER","A","2014",2.7,
"ITA","SUICIDE","WOMEN","100000PER","A","2015",2.5,
"ITA","SUICIDE","WOMEN","100000PER","A","2016",2.3,
"ITA","SUICIDE","WOMEN","100000PER","A","2017",2.4,
"JPN","SUICIDE","MEN","100000PER","A","1960",34.5,
"JPN","SUICIDE","MEN","100000PER","A","1961",32.4,
"JPN","SUICIDE","MEN","100000PER","A","1962",29.8,
"JPN","SUICIDE","MEN","100000PER","A","1963",28.1,
"JPN","SUICIDE","MEN","100000PER","A","1964",26.8,
"JPN","SUICIDE","MEN","100000PER","A","1965",26.5,
"JPN","SUICIDE","MEN","100000PER","A","1966",26.1,
"JPN","SUICIDE","MEN","100000PER","A","1967",24.2,
"JPN","SUICIDE","MEN","100000PER","A","1968",25.8,"B"
"JPN","SUICIDE","MEN","100000PER","A","1969",25.9,
"JPN","SUICIDE","MEN","100000PER","A","1970",27.3,
"JPN","SUICIDE","MEN","100000PER","A","1971",26.5,
"JPN","SUICIDE","MEN","100000PER","A","1972",28.4,
"JPN","SUICIDE","MEN","100000PER","A","1973",29.2,
"JPN","SUICIDE","MEN","100000PER","A","1974",28.7,
"JPN","SUICIDE","MEN","100000PER","A","1975",30,
"JPN","SUICIDE","MEN","100000PER","A","1976",28.5,
"JPN","SUICIDE","MEN","100000PER","A","1977",29.5,
"JPN","SUICIDE","MEN","100000PER","A","1978",29.1,
"JPN","SUICIDE","MEN","100000PER","A","1979",29.3,"B"
"JPN","SUICIDE","MEN","100000PER","A","1980",28.3,
"JPN","SUICIDE","MEN","100000PER","A","1981",28.1,
"JPN","SUICIDE","MEN","100000PER","A","1982",28.4,
"JPN","SUICIDE","MEN","100000PER","A","1983",35.6,
"JPN","SUICIDE","MEN","100000PER","A","1984",34,
"JPN","SUICIDE","MEN","100000PER","A","1985",31.7,
"JPN","SUICIDE","MEN","100000PER","A","1986",33.6,
"JPN","SUICIDE","MEN","100000PER","A","1987",30.5,
"JPN","SUICIDE","MEN","100000PER","A","1988",28.3,
"JPN","SUICIDE","MEN","100000PER","A","1989",25.4,
"JPN","SUICIDE","MEN","100000PER","A","1990",23.8,
"JPN","SUICIDE","MEN","100000PER","A","1991",23.4,
"JPN","SUICIDE","MEN","100000PER","A","1992",25,
"JPN","SUICIDE","MEN","100000PER","A","1993",24.5,
"JPN","SUICIDE","MEN","100000PER","A","1994",25,
"JPN","SUICIDE","MEN","100000PER","A","1995",24.9,"B"
"JPN","SUICIDE","MEN","100000PER","A","1996",25.5,
"JPN","SUICIDE","MEN","100000PER","A","1997",27,
"JPN","SUICIDE","MEN","100000PER","A","1998",36.9,
"JPN","SUICIDE","MEN","100000PER","A","1999",36.6,
"JPN","SUICIDE","MEN","100000PER","A","2000",34.8,
"JPN","SUICIDE","MEN","100000PER","A","2001",33.6,
"JPN","SUICIDE","MEN","100000PER","A","2002",34.2,
"JPN","SUICIDE","MEN","100000PER","A","2003",36.7,
"JPN","SUICIDE","MEN","100000PER","A","2004",34.4,
"JPN","SUICIDE","MEN","100000PER","A","2005",34.6,
"JPN","SUICIDE","MEN","100000PER","A","2006",33.2,
"JPN","SUICIDE","MEN","100000PER","A","2007",33.9,
"JPN","SUICIDE","MEN","100000PER","A","2008",33.3,
"JPN","SUICIDE","MEN","100000PER","A","2009",34.3,
"JPN","SUICIDE","MEN","100000PER","A","2010",32.3,
"JPN","SUICIDE","MEN","100000PER","A","2011",30.6,
"JPN","SUICIDE","MEN","100000PER","A","2012",28.4,
"JPN","SUICIDE","MEN","100000PER","A","2013",27.9,
"JPN","SUICIDE","MEN","100000PER","A","2014",26,
"JPN","SUICIDE","MEN","100000PER","A","2015",24.8,
"JPN","SUICIDE","MEN","100000PER","A","2016",22.6,
"JPN","SUICIDE","MEN","100000PER","A","2017",22.1,
"JPN","SUICIDE","MEN","100000PER","A","2018",21.4,
"JPN","SUICIDE","MEN","100000PER","A","2019",21.2,
"JPN","SUICIDE","MEN","100000PER","A","2020",21.2,
"JPN","SUICIDE","WOMEN","100000PER","A","1960",23.6,
"JPN","SUICIDE","WOMEN","100000PER","A","1961",22.2,
"JPN","SUICIDE","WOMEN","100000PER","A","1962",20,
"JPN","SUICIDE","WOMEN","100000PER","A","1963",18.5,
"JPN","SUICIDE","WOMEN","100000PER","A","1964",18.3,
"JPN","SUICIDE","WOMEN","100000PER","A","1965",17.8,
"JPN","SUICIDE","WOMEN","100000PER","A","1966",18.3,
"JPN","SUICIDE","WOMEN","100000PER","A","1967",17.2,
"JPN","SUICIDE","WOMEN","100000PER","A","1968",18.1,"B"
"JPN","SUICIDE","WOMEN","100000PER","A","1969",18,
"JPN","SUICIDE","WOMEN","100000PER","A","1970",18.4,
"JPN","SUICIDE","WOMEN","100000PER","A","1971",18.3,
"JPN","SUICIDE","WOMEN","100000PER","A","1972",19.4,
"JPN","SUICIDE","WOMEN","100000PER","A","1973",19.8,
"JPN","SUICIDE","WOMEN","100000PER","A","1974",20.2,
"JPN","SUICIDE","WOMEN","100000PER","A","1975",19.2,
"JPN","SUICIDE","WOMEN","100000PER","A","1976",18.5,
"JPN","SUICIDE","WOMEN","100000PER","A","1977",17.9,
"JPN","SUICIDE","WOMEN","100000PER","A","1978",17.1,
"JPN","SUICIDE","WOMEN","100000PER","A","1979",17.1,"B"
"JPN","SUICIDE","WOMEN","100000PER","A","1980",16.3,
"JPN","SUICIDE","WOMEN","100000PER","A","1981",15.2,
"JPN","SUICIDE","WOMEN","100000PER","A","1982",15,
"JPN","SUICIDE","WOMEN","100000PER","A","1983",16.2,
"JPN","SUICIDE","WOMEN","100000PER","A","1984",15.8,
"JPN","SUICIDE","WOMEN","100000PER","A","1985",15.3,
"JPN","SUICIDE","WOMEN","100000PER","A","1986",17,
"JPN","SUICIDE","WOMEN","100000PER","A","1987",15.6,
"JPN","SUICIDE","WOMEN","100000PER","A","1988",15.2,
"JPN","SUICIDE","WOMEN","100000PER","A","1989",14.3,
"JPN","SUICIDE","WOMEN","100000PER","A","1990",13.3,
"JPN","SUICIDE","WOMEN","100000PER","A","1991",12.4,
"JPN","SUICIDE","WOMEN","100000PER","A","1992",12.1,
"JPN","SUICIDE","WOMEN","100000PER","A","1993",11.2,
"JPN","SUICIDE","WOMEN","100000PER","A","1994",10.8,
"JPN","SUICIDE","WOMEN","100000PER","A","1995",11.1,"B"
"JPN","SUICIDE","WOMEN","100000PER","A","1996",11,
"JPN","SUICIDE","WOMEN","100000PER","A","1997",11.3,
"JPN","SUICIDE","WOMEN","100000PER","A","1998",13.8,
"JPN","SUICIDE","WOMEN","100000PER","A","1999",13.1,
"JPN","SUICIDE","WOMEN","100000PER","A","2000",12.3,
"JPN","SUICIDE","WOMEN","100000PER","A","2001",11.8,
"JPN","SUICIDE","WOMEN","100000PER","A","2002",11.6,
"JPN","SUICIDE","WOMEN","100000PER","A","2003",12.2,
"JPN","SUICIDE","WOMEN","100000PER","A","2004",11.6,
"JPN","SUICIDE","WOMEN","100000PER","A","2005",11.7,
"JPN","SUICIDE","WOMEN","100000PER","A","2006",11.9,
"JPN","SUICIDE","WOMEN","100000PER","A","2007",12.3,
"JPN","SUICIDE","WOMEN","100000PER","A","2008",12.2,
"JPN","SUICIDE","WOMEN","100000PER","A","2009",12,
"JPN","SUICIDE","WOMEN","100000PER","A","2010",11.8,
"JPN","SUICIDE","WOMEN","100000PER","A","2011",12.6,
"JPN","SUICIDE","WOMEN","100000PER","A","2012",11,
"JPN","SUICIDE","WOMEN","100000PER","A","2013",10.9,
"JPN","SUICIDE","WOMEN","100000PER","A","2014",10.5,
"JPN","SUICIDE","WOMEN","100000PER","A","2015",9.6,
"JPN","SUICIDE","WOMEN","100000PER","A","2016",8.8,
"JPN","SUICIDE","WOMEN","100000PER","A","2017",8.6,
"JPN","SUICIDE","WOMEN","100000PER","A","2018",8.8,
"JPN","SUICIDE","WOMEN","100000PER","A","2019",8.3,
"JPN","SUICIDE","WOMEN","100000PER","A","2020",9.8,
"KOR","SUICIDE","MEN","100000PER","A","1985",18.1,
"KOR","SUICIDE","MEN","100000PER","A","1986",17.2,
"KOR","SUICIDE","MEN","100000PER","A","1987",15.9,
"KOR","SUICIDE","MEN","100000PER","A","1988",12.8,
"KOR","SUICIDE","MEN","100000PER","A","1989",13.5,
"KOR","SUICIDE","MEN","100000PER","A","1990",13.7,
"KOR","SUICIDE","MEN","100000PER","A","1991",12.8,
"KOR","SUICIDE","MEN","100000PER","A","1992",14.6,
"KOR","SUICIDE","MEN","100000PER","A","1993",17.6,
"KOR","SUICIDE","MEN","100000PER","A","1994",18.2,
"KOR","SUICIDE","MEN","100000PER","A","1995",19.2,"B"
"KOR","SUICIDE","MEN","100000PER","A","1996",23,
"KOR","SUICIDE","MEN","100000PER","A","1997",25.1,
"KOR","SUICIDE","MEN","100000PER","A","1998",35.7,
"KOR","SUICIDE","MEN","100000PER","A","1999",29.1,
"KOR","SUICIDE","MEN","100000PER","A","2000",26.8,
"KOR","SUICIDE","MEN","100000PER","A","2001",29.5,
"KOR","SUICIDE","MEN","100000PER","A","2002",36.7,
"KOR","SUICIDE","MEN","100000PER","A","2003",46.8,
"KOR","SUICIDE","MEN","100000PER","A","2004",47.7,
"KOR","SUICIDE","MEN","100000PER","A","2005",48,
"KOR","SUICIDE","MEN","100000PER","A","2006",42.3,
"KOR","SUICIDE","MEN","100000PER","A","2007",44.6,
"KOR","SUICIDE","MEN","100000PER","A","2008",44.1,
"KOR","SUICIDE","MEN","100000PER","A","2009",50.7,
"KOR","SUICIDE","MEN","100000PER","A","2010",52.2,
"KOR","SUICIDE","MEN","100000PER","A","2011",52.5,
"KOR","SUICIDE","MEN","100000PER","A","2012",45.3,
"KOR","SUICIDE","MEN","100000PER","A","2013",45.4,
"KOR","SUICIDE","MEN","100000PER","A","2014",41.8,
"KOR","SUICIDE","MEN","100000PER","A","2015",41.3,
"KOR","SUICIDE","MEN","100000PER","A","2016",39.1,
"KOR","SUICIDE","MEN","100000PER","A","2017",36.5,
"KOR","SUICIDE","MEN","100000PER","A","2018",39.1,
"KOR","SUICIDE","MEN","100000PER","A","2019",38,
"KOR","SUICIDE","MEN","100000PER","A","2020",34.9,
"KOR","SUICIDE","WOMEN","100000PER","A","1985",6,
"KOR","SUICIDE","WOMEN","100000PER","A","1986",5.2,
"KOR","SUICIDE","WOMEN","100000PER","A","1987",5.2,
"KOR","SUICIDE","WOMEN","100000PER","A","1988",4.9,
